$itime = 500
$wv_start = 190.0
$hv = 1000
$grating = 2 1200 g/mm BLZ= 500  nm
$x_amps = 10
$x_volts = 45
$sample = DB2331
$date = 2023-06-07
$temp = 92.0
$wv_stop = 800.0
$time = 09:33:34.598000
$wv_step = 1.0
190.0	10477.0
191.0	10103.0
192.0	10226.0
193.0	10313.0
194.0	10422.0
195.0	10243.0
196.0	10182.0
197.0	10231.0
198.0	10382.0
199.0	10588.0
200.0	10346.0
201.0	10418.0
202.0	10436.0
203.0	10271.0
204.0	10015.0
205.0	10702.0
206.0	10446.0
207.0	10787.0
208.0	10269.0
209.0	10066.0
210.0	10656.0
211.0	10197.0
212.0	10287.0
213.0	10725.0
214.0	10563.0
215.0	10947.0
216.0	10820.0
217.0	10218.0
218.0	10308.0
219.0	10360.0
220.0	10511.0
221.0	9951.0
222.0	10081.0
223.0	10387.0
224.0	10495.0
225.0	10088.0
226.0	10051.0
227.0	10119.0
228.0	10412.0
229.0	10163.0
230.0	9704.0
231.0	10244.0
232.0	10649.0
233.0	10515.0
234.0	9879.0
235.0	10509.0
236.0	9587.0
237.0	10652.0
238.0	10241.0
239.0	10365.0
240.0	10579.0
241.0	10231.0
242.0	10673.0
243.0	10293.0
244.0	10422.0
245.0	10632.0
246.0	10658.0
247.0	10543.0
248.0	10762.0
249.0	10273.0
250.0	10257.0
251.0	10639.0
252.0	10044.0
253.0	10533.0
254.0	10501.0
255.0	10320.0
256.0	10520.0
257.0	10387.0
258.0	10724.0
259.0	10546.0
260.0	10545.0
261.0	10257.0
262.0	10097.0
263.0	10234.0
264.0	10365.0
265.0	10548.0
266.0	10577.0
267.0	10581.0
268.0	10435.0
269.0	10568.0
270.0	10643.0
271.0	10714.0
272.0	10660.0
273.0	10671.0
274.0	10772.0
275.0	10667.0
276.0	10273.0
277.0	10583.0
278.0	10487.0
279.0	10156.0
280.0	10839.0
281.0	9944.0
282.0	10365.0
283.0	10589.0
284.0	10564.0
285.0	10217.0
286.0	10625.0
287.0	10306.0
288.0	10897.0
289.0	10730.0
290.0	10824.0
291.0	10423.0
292.0	10584.0
293.0	10666.0
294.0	10435.0
295.0	10536.0
296.0	10297.0
297.0	10713.0
298.0	10790.0
299.0	10622.0
300.0	10611.0
301.0	10920.0
302.0	10728.0
303.0	10279.0
304.0	10927.0
305.0	10558.0
306.0	10348.0
307.0	10314.0
308.0	10757.0
309.0	10487.0
310.0	10624.0
311.0	10690.0
312.0	10359.0
313.0	11076.0
314.0	10929.0
315.0	10454.0
316.0	10546.0
317.0	11111.0
318.0	10995.0
319.0	10446.0
320.0	10373.0
321.0	10788.0
322.0	11079.0
323.0	10766.0
324.0	10462.0
325.0	10333.0
326.0	10633.0
327.0	10542.0
328.0	10714.0
329.0	10843.0
330.0	9971.0
331.0	10354.0
332.0	11119.0
333.0	10291.0
334.0	10622.0
335.0	10628.0
336.0	10968.0
337.0	10566.0
338.0	11119.0
339.0	9991.0
340.0	10583.0
341.0	10849.0
342.0	10330.0
343.0	10944.0
344.0	10728.0
345.0	10477.0
346.0	10856.0
347.0	10709.0
348.0	10717.0
349.0	10421.0
350.0	10192.0
351.0	10725.0
352.0	10659.0
353.0	10284.0
354.0	10630.0
355.0	10307.0
356.0	10270.0
357.0	10692.0
358.0	10712.0
359.0	10449.0
360.0	10322.0
361.0	10447.0
362.0	10441.0
363.0	10380.0
364.0	10391.0
365.0	10396.0
366.0	10410.0
367.0	10771.0
368.0	10805.0
369.0	10474.0
370.0	10699.0
371.0	10332.0
372.0	10910.0
373.0	10681.0
374.0	9995.0
375.0	10822.0
376.0	10217.0
377.0	10273.0
378.0	10459.0
379.0	10238.0
380.0	10473.0
381.0	9995.0
382.0	10360.0
383.0	10526.0
384.0	9972.0
385.0	10324.0
386.0	10590.0
387.0	10469.0
388.0	10714.0
389.0	10527.0
390.0	10087.0
391.0	10849.0
392.0	10658.0
393.0	10803.0
394.0	10669.0
395.0	10699.0
396.0	10318.0
397.0	10283.0
398.0	10011.0
399.0	10288.0
400.0	10637.0
401.0	10594.0
402.0	10864.0
403.0	10477.0
404.0	10610.0
405.0	10684.0
406.0	10088.0
407.0	10566.0
408.0	10531.0
409.0	10653.0
410.0	10410.0
411.0	10470.0
412.0	10806.0
413.0	10109.0
414.0	10122.0
415.0	10535.0
416.0	10443.0
417.0	10251.0
418.0	10431.0
419.0	10210.0
420.0	10422.0
421.0	10363.0
422.0	10513.0
423.0	10402.0
424.0	10267.0
425.0	10362.0
426.0	10405.0
427.0	10365.0
428.0	10446.0
429.0	10285.0
430.0	10949.0
431.0	10043.0
432.0	10241.0
433.0	10711.0
434.0	10120.0
435.0	10210.0
436.0	10042.0
437.0	10782.0
438.0	10418.0
439.0	10365.0
440.0	10022.0
441.0	10214.0
442.0	10595.0
443.0	10456.0
444.0	10624.0
445.0	10393.0
446.0	10139.0
447.0	10266.0
448.0	10749.0
449.0	10415.0
450.0	10450.0
451.0	11172.0
452.0	11116.0
453.0	10454.0
454.0	10569.0
455.0	10166.0
456.0	10630.0
457.0	10839.0
458.0	10281.0
459.0	10658.0
460.0	10621.0
461.0	10381.0
462.0	10010.0
463.0	10903.0
464.0	10598.0
465.0	10491.0
466.0	10566.0
467.0	10902.0
468.0	10704.0
469.0	10942.0
470.0	11132.0
471.0	11010.0
472.0	11144.0
473.0	11080.0
474.0	10819.0
475.0	11131.0
476.0	10837.0
477.0	11074.0
478.0	10982.0
479.0	11193.0
480.0	11540.0
481.0	11830.0
482.0	11851.0
483.0	11659.0
484.0	11779.0
485.0	11691.0
486.0	11719.0
487.0	11517.0
488.0	11802.0
489.0	11486.0
490.0	11469.0
491.0	11250.0
492.0	11257.0
493.0	11206.0
494.0	11212.0
495.0	11020.0
496.0	11598.0
497.0	11701.0
498.0	11399.0
499.0	11238.0
500.0	11943.0
501.0	11049.0
502.0	11580.0
503.0	10778.0
504.0	11047.0
505.0	11746.0
506.0	11524.0
507.0	11401.0
508.0	11451.0
509.0	11596.0
510.0	11150.0
511.0	11714.0
512.0	11891.0
513.0	11089.0
514.0	11525.0
515.0	11608.0
516.0	11733.0
517.0	10570.0
518.0	11596.0
519.0	11727.0
520.0	11326.0
521.0	11444.0
522.0	11273.0
523.0	11609.0
524.0	11010.0
525.0	10746.0
526.0	11557.0
527.0	11038.0
528.0	11806.0
529.0	11044.0
530.0	10902.0
531.0	10902.0
532.0	11032.0
533.0	11130.0
534.0	10977.0
535.0	10719.0
536.0	10883.0
537.0	11525.0
538.0	10990.0
539.0	10778.0
540.0	11270.0
541.0	10654.0
542.0	10913.0
543.0	11359.0
544.0	11221.0
545.0	10939.0
546.0	11356.0
547.0	10938.0
548.0	10992.0
549.0	10978.0
550.0	10585.0
551.0	10865.0
552.0	11170.0
553.0	11138.0
554.0	11099.0
555.0	10592.0
556.0	11182.0
557.0	10321.0
558.0	10901.0
559.0	10936.0
560.0	10583.0
561.0	10947.0
562.0	11072.0
563.0	10947.0
564.0	10893.0
565.0	10764.0
566.0	10918.0
567.0	10665.0
568.0	10884.0
569.0	10931.0
570.0	11125.0
571.0	10618.0
572.0	10703.0
573.0	10575.0
574.0	10620.0
575.0	10388.0
576.0	10568.0
577.0	10949.0
578.0	10949.0
579.0	10478.0
580.0	10638.0
581.0	10887.0
582.0	10483.0
583.0	11131.0
584.0	10966.0
585.0	10449.0
586.0	10533.0
587.0	10826.0
588.0	10825.0
589.0	10927.0
590.0	10872.0
591.0	10762.0
592.0	10941.0
593.0	10834.0
594.0	10415.0
595.0	10578.0
596.0	11345.0
597.0	10868.0
598.0	10395.0
599.0	10512.0
600.0	10620.0
601.0	10199.0
602.0	10100.0
603.0	10531.0
604.0	10578.0
605.0	10619.0
606.0	10449.0
607.0	10264.0
608.0	10773.0
609.0	10562.0
610.0	10558.0
611.0	10579.0
612.0	10498.0
613.0	10747.0
614.0	10481.0
615.0	10837.0
616.0	10549.0
617.0	10941.0
618.0	10702.0
619.0	10450.0
620.0	10545.0
621.0	10746.0
622.0	10474.0
623.0	10325.0
624.0	10854.0
625.0	10048.0
626.0	11122.0
627.0	10657.0
628.0	10535.0
629.0	10723.0
630.0	10381.0
631.0	10390.0
632.0	10602.0
633.0	10549.0
634.0	10310.0
635.0	11020.0
636.0	10415.0
637.0	10310.0
638.0	11163.0
